MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Lot Shape,Land Contour,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Mas Vnr Type,Mas Vnr Area,Exter Cond,Foundation,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Central Air,Electrical,1st Flr SF,2nd Flr SF,Gr Liv Area,Bsmt Full Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,TotRms AbvGrd,Functional,Fireplaces,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice,Density_Ratio,BathPerBed,Garage_per_Living,House_Age,Years_Since_Remod,Age_Group,Remod_Group,Neighborhood_AvgPrice,Zone_AvgPrice,SaleType_AvgPrice,Lot_Area_log,Total_Bath,Kitchen Qual_num,Heating QC_num,Garage Qual_num,Fireplace Qu_num,Bsmt Qual_num,Exter Qual_num,Quality_Score
90,RL,60.0,8544,Pave,Reg,Lvl,Corner,Gtl,NAmes,Norm,Norm,Duplex,1Story,3,4,1950,Gable,CompShg,BrkFace,None,1.0,TA,Slab,None,None,None,0.0,None,0.0,0.0,0.0,Other,N,FuseF,1040,0,1040,0.0,2,0,2,2,6,Typ,0,Detchd,1950.0,Unf,2.0,400.0,Fa,Y,0,0,0,12,2006,WD ,Normal,81400,0.12170860152135751,0.6666666666666666,0.38424591738712777,56,56,Old,Very Old,144279.99071925753,191252.78333333333,174436.85881877024,9.053101595549691,2.0,3,2,3,0,0,3,2.0
90,RL,73.0,8544,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,3,4,1950,Gable,CompShg,Stucco,BrkFace,340.0,TA,Slab,None,None,None,0.0,None,0.0,0.0,0.0,Other,N,FuseA,1040,0,1040,0.0,2,0,2,2,6,Typ,0,Detchd,1949.0,Unf,2.0,400.0,TA,Y,0,0,0,5,2006,WD ,Normal,87500,0.12170860152135751,0.6666666666666666,0.38424591738712777,57,56,Old,Very Old,144279.99071925753,191252.78333333333,174436.85881877024,9.053101595549691,2.0,3,2,3,0,0,3,2.0
90,RL,75.0,8512,Pave,Reg,Lvl,Corner,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,5,1960,Hip,CompShg,BrkFace,None,1.0,TA,CBlock,Fa,No,Unf,0.0,Unf,0.0,1556.0,1556.0,GasA,Y,SBrkr,1556,0,1556,0.0,2,0,4,2,8,Typ,0,None,0.0,None,0.0,0.0,None,Y,0,0,0,9,2006,WD ,Normal,119000,0.18277927875014682,0.4,0.0,46,46,Medium,Very Old,144279.99071925753,191252.78333333333,174436.85881877024,9.049349685884057,2.0,3,3,0,0,3,3,2.4285714285714284
20,RL,70.0,7945,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1959,Gable,CompShg,BrkFace,None,1.0,TA,CBlock,TA,No,ALQ,179.0,BLQ,506.0,465.0,1150.0,GasA,Y,FuseA,1150,0,1150,1.0,1,0,3,1,6,Typ,0,Attchd,1959.0,RFn,1.0,300.0,TA,Y,0,0,0,5,2006,WD ,Normal,141000,0.14472690661968285,0.25,0.26064291920069504,47,47,Medium,Very Old,144279.99071925753,191252.78333333333,174436.85881877024,8.980423936374544,2.0,3,5,3,0,3,3,3.142857142857143
20,RL,70.0,7000,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,4,1961,Hip,CompShg,BrkFace,None,1.0,TA,CBlock,TA,No,GLQ,781.0,Unf,0.0,369.0,1150.0,GasA,Y,SBrkr,1150,0,1150,0.0,1,0,3,1,6,Typ,0,Attchd,1961.0,RFn,1.0,288.0,TA,Y,0,0,0,7,2006,WD ,Normal,146000,0.16426224825024996,0.25,0.25021720243266726,45,45,Medium,Very Old,144279.99071925753,191252.78333333333,174436.85881877024,8.853808274977197,1.0,3,3,3,0,3,3,2.857142857142857
60,RL,69.0,7590,Pave,Reg,Lvl,Inside,Gtl,NAmes,PosN,Norm,1Fam,2Story,6,5,1966,Gable,CompShg,VinylSd,BrkFace,266.0,TA,CBlock,TA,No,BLQ,512.0,Unf,0.0,148.0,660.0,GasA,Y,SBrkr,660,688,1348,0.0,1,1,3,1,6,Typ,1,Attchd,1966.0,RFn,2.0,453.0,TA,Y,188,108,0,7,2006,WD ,Normal,155000,0.17757871163219602,0.25,0.33580429948109713,40,40,Medium,Very Old,144279.99071925753,191252.78333333333,174436.85881877024,8.934718614016768,1.5,3,3,3,2,3,3,3.2857142857142856
85,RL,69.0,10205,Pave,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,SFoyer,5,5,1962,Gable,CompShg,MetalSd,None,1.0,TA,CBlock,TA,Av,BLQ,784.0,Unf,0.0,141.0,925.0,GasA,Y,SBrkr,999,0,999,1.0,1,0,3,1,6,Typ,0,Attchd,1962.0,Unf,1.0,300.0,TA,Y,150,72,0,5,2006,WD ,Normal,134500,0.09788359788359788,0.25,0.3,44,44,Medium,Very Old,144279.99071925753,191252.78333333333,174436.85881877024,9.230731061623917,2.0,3,3,3,0,3,3,2.857142857142857
20,RL,74.0,7400,Pave,Reg,Lvl,Corner,Gtl,NAmes,Artery,Norm,1Fam,1Story,7,6,1962,Gable,CompShg,Wd Sdng,None,1.0,TA,CBlock,TA,No,LwQ,809.0,Unf,0.0,236.0,1045.0,GasA,Y,SBrkr,1045,0,1045,1.0,1,0,3,1,6,Typ,0,Detchd,1962.0,Unf,2.0,528.0,TA,Y,0,0,0,3,2006,WD ,Normal,120000,0.14119713552222674,0.25,0.5047801147227533,44,44,Medium,Very Old,144279.99071925753,191252.78333333333,174436.85881877024,8.909370405197466,2.0,3,4,3,0,3,3,3.2857142857142856
20,RL,70.0,7000,Pave,Reg,Lvl,Inside,Gtl,NAmes,Artery,Norm,1Fam,1Story,5,6,1962,Gable,CompShg,Wd Sdng,None,1.0,TA,CBlock,TA,No,BLQ,468.0,Unf,0.0,396.0,864.0,GasA,Y,SBrkr,864,0,864,0.0,1,0,3,1,5,Typ,0,Attchd,1962.0,Unf,1.0,336.0,TA,Y,0,0,0,2,2006,WD ,Normal,105000,0.12341094129410084,0.25,0.3884393063583815,44,44,Medium,Very Old,144279.99071925753,191252.78333333333,174436.85881877024,8.853808274977197,1.0,3,4,3,0,3,3,3.0
190,RL,70.0,7000,Pave,Reg,Lvl,Inside,Gtl,NAmes,Artery,Norm,2fmCon,SFoyer,5,5,1962,Gable,CompShg,MetalSd,None,1.0,TA,CBlock,TA,Av,ALQ,953.0,Unf,0.0,72.0,1025.0,GasA,Y,SBrkr,1025,0,1025,1.0,1,0,3,1,6,Typ,0,None,0.0,None,0.0,0.0,None,Y,96,80,0,3,2006,WD ,Normal,124000,0.14640765604913583,0.25,0.0,44,44,Medium,Very Old,144279.99071925753,191252.78333333333,174436.85881877024,8.853808274977197,2.0,3,3,0,0,3,3,2.4285714285714284
70,RM,62.0,9856,Pave,Reg,Lvl,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,8,2005,Hip,CompShg,CemntBd,None,1.0,Gd,PConc,TA,No,Unf,0.0,Unf,0.0,716.0,716.0,GasA,Y,FuseA,1007,1007,2014,0.0,2,0,5,1,8,Typ,0,Detchd,1900.0,Unf,2.0,624.0,TA,Y,0,72,167,6,2006,WD ,Normal,169000,0.20432180176524298,0.3333333333333333,0.3096774193548387,106,1,Old,Recent,122343.4449339207,126883.29571106094,174436.85881877024,9.19593714166544,2.0,3,5,3,0,2,4,3.142857142857143
70,RM,57.0,9906,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,4,4,1950,Gable,CompShg,MetalSd,None,1.0,TA,CBlock,TA,No,Unf,0.0,Unf,0.0,686.0,686.0,GasA,N,SBrkr,810,518,1328,0.0,1,0,3,1,8,Typ,0,Detchd,1940.0,Unf,1.0,210.0,TA,Y,0,172,60,9,2006,WD ,Family,107000,0.13404663369334813,0.25,0.1580135440180587,81,56,Old,Very Old,122343.4449339207,126883.29571106094,174436.85881877024,9.20099685697303,1.0,3,2,3,0,3,3,2.5714285714285716
50,RM,60.0,9600,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,6,1950,Gable,CompShg,MetalSd,Stone,264.0,TA,CBlock,TA,No,Rec,276.0,Unf,0.0,936.0,1212.0,GasA,Y,FuseA,1226,442,1668,1.0,1,0,3,1,6,Typ,0,Detchd,1948.0,Unf,1.0,240.0,TA,Y,0,0,140,5,2006,WD ,Normal,135000,0.17373190292677845,0.25,0.14379868184541642,58,56,Old,Very Old,122343.4449339207,126883.29571106094,174436.85881877024,9.169622538697624,2.0,3,4,3,0,3,3,3.0
50,RM,60.0,5520,Pave,Reg,Lvl,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4,6,1980,Gable,CompShg,Wd Sdng,None,1.0,TA,PConc,Fa,No,LwQ,284.0,Unf,0.0,863.0,1147.0,GasA,N,SBrkr,1147,510,1657,0.0,1,0,4,1,9,Typ,1,Detchd,1920.0,Unf,1.0,162.0,Fa,N,0,0,0,7,2006,WD ,Normal,111500,0.30012678862524905,0.2,0.097708082026538,86,26,Old,Old,122343.4449339207,126883.29571106094,174436.85881877024,8.616314282284044,1.0,2,3,2,3,3,3,2.857142857142857
50,RM,60.0,9600,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,8,2004,Gable,CompShg,Wd Sdng,None,1.0,TA,BrkTil,TA,No,Rec,381.0,Unf,0.0,399.0,780.0,GasA,Y,SBrkr,940,476,1416,0.0,1,0,3,1,7,Typ,0,Detchd,1956.0,Unf,2.0,400.0,TA,Y,0,24,0,6,2006,WD ,Normal,156500,0.1474846370169774,0.25,0.2822865208186309,106,2,Old,Recent,122343.4449339207,126883.29571106094,174436.85881877024,9.169622538697624,1.0,4,5,3,0,3,3,3.4285714285714284
70,RM,60.0,9600,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,7,1990,Gable,CompShg,Wd Sdng,None,1.0,TA,BrkTil,Gd,No,LwQ,16.0,Unf,0.0,712.0,728.0,GasA,Y,SBrkr,832,809,1641,0.0,1,1,3,1,6,Typ,1,Detchd,1925.0,Unf,2.0,546.0,TA,Y,0,0,234,8,2006,WD ,Normal,178000,0.17091969586501407,0.25,0.3325213154689403,81,16,Old,Old,122343.4449339207,126883.29571106094,174436.85881877024,9.169622538697624,1.5,5,5,2,4,3,3,4.142857142857143
70,RM,58.0,6451,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,7,1970,Gable,CompShg,AsbShng,None,1.0,TA,Stone,TA,No,Rec,208.0,Unf,0.0,504.0,712.0,GasA,Y,SBrkr,848,580,1428,1.0,1,0,4,1,7,Typ,0,Detchd,1985.0,Fin,2.0,576.0,TA,Y,264,0,84,5,2006,WD ,Normal,139900,0.2213267203967762,0.2,0.40307907627711687,106,36,Old,Very Old,122343.4449339207,126883.29571106094,174436.85881877024,8.772145439245099,2.0,3,4,3,0,3,3,3.2857142857142856
70,RM,66.0,3960,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,8,1950,Gable,CompShg,Wd Sdng,None,1.0,TA,BrkTil,TA,No,Unf,0.0,Unf,0.0,502.0,502.0,GasA,N,SBrkr,502,502,1004,0.0,1,0,2,1,5,Typ,1,Detchd,1930.0,Unf,1.0,200.0,TA,N,280,0,68,7,2006,WD ,Normal,105000,0.253471345619793,0.3333333333333333,0.19900497512437812,76,56,Old,Very Old,122343.4449339207,126883.29571106094,174436.85881877024,8.284251797621916,1.0,4,3,2,1,3,3,3.2857142857142856
30,RM,70.0,5684,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,6,8,2005,Hip,CompShg,Wd Sdng,None,1.0,TA,BrkTil,TA,No,Unf,0.0,Unf,0.0,813.0,813.0,GasA,Y,FuseA,813,0,813,0.0,1,0,2,1,5,Typ,0,Detchd,1932.0,Unf,1.0,270.0,Fa,N,0,113,0,6,2006,WD ,Normal,110000,0.14300791556728232,0.3333333333333333,0.3316953316953317,76,1,Old,Recent,122343.4449339207,126883.29571106094,174436.85881877024,8.645586406184636,1.0,4,5,2,0,3,3,3.2857142857142856
190,RM,56.0,7745,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,2fmCon,1.5Fin,4,6,1950,Gable,CompShg,MetalSd,None,1.0,TA,PConc,TA,No,Unf,0.0,Unf,0.0,938.0,938.0,GasA,N,SBrkr,1084,867,1951,0.0,2,0,4,2,9,Typ,0,Detchd,1993.0,Unf,2.0,576.0,TA,P,0,6,28,4,2006,WD ,Normal,111500,0.25187193390136847,0.4,0.29508196721311475,106,56,Old,Very Old,122343.4449339207,126883.29571106094,174436.85881877024,8.954931860074698,2.0,2,4,3,0,3,4,2.857142857142857
30,RM,56.0,7741,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,6,5,1950,Gable,CompShg,MetalSd,None,1.0,TA,BrkTil,Fa,No,BLQ,143.0,Rec,72.0,817.0,1032.0,GasA,N,FuseA,1032,0,1032,0.0,1,0,2,1,5,Typ,0,Detchd,1995.0,Unf,1.0,280.0,TA,Y,0,0,112,6,2006,COD,Abnorml,108000,0.13329888917592353,0.3333333333333333,0.271055179090029,82,56,Old,Very Old,122343.4449339207,126883.29571106094,133812.20731707316,8.954415331137593,1.0,3,4,3,0,3,3,3.142857142857143
30,RM,50.0,5633,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,7,1950,Gable,CompShg,MetalSd,None,1.0,TA,BrkTil,Fa,No,Unf,0.0,Unf,0.0,844.0,844.0,GasA,Y,SBrkr,844,0,844,0.0,1,0,2,1,5,Typ,0,Detchd,1925.0,Unf,1.0,216.0,TA,N,50,81,123,7,2006,WD ,Normal,111500,0.14980475683351083,0.3333333333333333,0.2556213017751479,81,56,Old,Very Old,122343.4449339207,126883.29571106094,174436.85881877024,8.636574948436317,1.0,3,3,3,0,3,3,2.857142857142857
70,RM,50.0,9000,Pave,Reg,Lvl,Corner,Gtl,OldTown,Artery,Norm,1Fam,2Story,5,6,1991,Gable,CompShg,VinylSd,None,1.0,TA,BrkTil,Fa,No,Unf,0.0,Unf,0.0,636.0,636.0,GasA,Y,FuseA,1089,661,1750,0.0,1,0,3,1,8,Typ,0,Detchd,1937.0,Unf,1.0,240.0,Po,N,0,0,293,6,2006,WD ,Abnorml,124000,0.19442284190645484,0.25,0.13706453455168474,126,15,Old,Medium,122343.4449339207,126883.29571106094,174436.85881877024,9.105090961257085,1.0,5,3,2,0,2,3,2.857142857142857
20,RM,60.0,7200,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,5,1950,Gable,CompShg,MetalSd,None,1.0,TA,CBlock,TA,No,Unf,0.0,Unf,0.0,576.0,576.0,GasA,Y,SBrkr,864,0,864,0.0,1,0,2,1,5,Typ,0,Detchd,1952.0,RFn,1.0,528.0,TA,Y,0,0,0,8,2006,COD,Normal,105000,0.11998333564782669,0.3333333333333333,0.6104046242774567,56,56,Old,Very Old,122343.4449339207,126883.29571106094,133812.20731707316,8.881975184248867,1.0,3,5,3,0,3,3,3.0
50,RM,40.0,4400,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,8,1950,Gable,CompShg,Stucco,None,1.0,TA,BrkTil,TA,No,Unf,0.0,Unf,0.0,648.0,648.0,GasA,Y,FuseA,734,384,1118,0.0,1,0,2,1,6,Typ,0,Detchd,1990.0,Unf,2.0,440.0,TA,Y,0,0,0,10,2006,WD ,Normal,116000,0.254033174278573,0.3333333333333333,0.3932082216264522,86,56,Old,Very Old,122343.4449339207,126883.29571106094,174436.85881877024,8.38958706681109,1.0,3,3,3,0,2,3,2.857142857142857
70,RM,42.0,7614,Pave,Reg,Lvl,Inside,Mod,OldTown,Norm,Norm,1Fam,2Story,3,5,1950,Gable,CompShg,MetalSd,None,1.0,TA,BrkTil,Fa,Mn,Unf,0.0,Unf,0.0,738.0,738.0,GasA,Y,FuseA,714,662,1376,0.0,1,0,2,1,7,Typ,0,Detchd,1930.0,Unf,1.0,216.0,TA,N,0,0,104,3,2006,WD ,Normal,96900,0.18069599474720946,0.3333333333333333,0.1568627450980392,101,56,Old,Very Old,122343.4449339207,126883.29571106094,174436.85881877024,8.937875265329263,1.0,3,4,3,0,3,3,2.7142857142857144
190,RM,50.0,6000,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,2fmCon,1Story,5,7,1955,Hip,CompShg,Wd Sdng,None,1.0,TA,CBlock,TA,Av,GLQ,576.0,Unf,0.0,384.0,960.0,GasA,Y,FuseA,960,0,960,1.0,1,0,3,1,5,Typ,0,Detchd,1976.0,Unf,2.0,576.0,TA,Y,0,0,0,6,2006,WD ,Normal,135500,0.15997333777703715,0.25,0.5993756503642039,51,51,Old,Very Old,122343.4449339207,126883.29571106094,174436.85881877024,8.699681400989514,2.0,3,3,3,0,3,3,2.857142857142857
50,RM,50.0,6000,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,1950,Gable,CompShg,MetalSd,BrkFace,145.0,Gd,PConc,TA,No,Unf,0.0,Unf,0.0,816.0,816.0,GasA,Y,SBrkr,816,750,1566,0.0,1,1,5,1,7,Typ,0,Detchd,1976.0,Unf,2.0,450.0,TA,Y,24,0,296,8,2006,WD ,Normal,139000,0.2609565072487919,0.16666666666666666,0.2871729419272495,82,56,Old,Very Old,122343.4449339207,126883.29571106094,174436.85881877024,8.699681400989514,1.5,4,5,3,0,3,3,3.2857142857142856
30,RM,52.0,7830,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,3,5,1950,Gable,CompShg,AsbShng,None,1.0,TA,BrkTil,TA,No,LwQ,416.0,Unf,0.0,76.0,492.0,GasA,Y,SBrkr,492,0,492,1.0,1,0,1,1,3,Typ,0,Detchd,1921.0,Unf,1.0,200.0,TA,N,0,0,78,6,2006,WD ,Normal,61500,0.06282722513089005,0.5,0.4056795131845842,85,56,Old,Very Old,122343.4449339207,126883.29571106094,174436.85881877024,8.965845494750937,2.0,3,3,2,0,2,3,2.2857142857142856
50,RM,56.0,9576,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,7,1950,Gable,CompShg,VinylSd,None,1.0,TA,CBlock,TA,No,Rec,310.0,Unf,0.0,460.0,770.0,GasA,Y,SBrkr,885,297,1182,0.0,1,1,3,1,5,Typ,0,Detchd,1945.0,Unf,1.0,378.0,TA,Y,0,0,0,5,2006,WD ,Normal,120000,0.12342069541610108,0.25,0.31952662721893493,61,56,Old,Very Old,122343.4449339207,126883.29571106094,174436.85881877024,9.16711966952162,1.5,3,3,2,0,2,3,2.7142857142857144
20,RM,49.0,5820,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,3,8,2005,Gable,CompShg,VinylSd,None,1.0,Gd,CBlock,TA,No,ALQ,256.0,Unf,0.0,906.0,1162.0,GasA,Y,SBrkr,1163,0,1163,1.0,1,0,3,1,6,Typ,0,Attchd,1955.0,Unf,1.0,220.0,TA,Y,142,98,0,7,2006,WD ,Normal,126175,0.19979384985397697,0.25,0.18900343642611683,51,1,Old,Recent,122343.4449339207,126883.29571106094,174436.85881877024,8.669227347271736,2.0,3,5,2,0,3,3,2.7142857142857144
30,RM,48.0,5747,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,3,4,1950,Gable,CompShg,Wd Sdng,None,1.0,TA,PConc,TA,No,Unf,0.0,Unf,0.0,798.0,798.0,GasA,Y,SBrkr,840,0,840,0.0,1,0,2,1,5,Typ,0,Detchd,1938.0,Unf,1.0,250.0,Fa,N,112,0,0,6,2006,WD ,Normal,64000,0.14613778705636743,0.3333333333333333,0.2972651605231867,86,56,Old,Very Old,122343.4449339207,126883.29571106094,174436.85881877024,8.656607247198915,1.0,2,4,3,0,3,3,2.5714285714285716
190,RM,69.0,9142,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,6,8,1950,Gable,CompShg,AsbShng,None,1.0,Fa,Stone,TA,No,Unf,0.0,Unf,0.0,1020.0,1020.0,GasA,N,FuseP,908,1020,1928,0.0,2,0,4,2,9,Typ,0,Detchd,1910.0,Unf,1.0,440.0,Po,Y,0,60,112,4,2006,WD ,Normal,137000,0.21087170512960735,0.4,0.22809745982374288,96,56,Old,Very Old,122343.4449339207,126883.29571106094,174436.85881877024,9.120743838164426,2.0,2,4,1,0,2,3,2.5714285714285716
70,RM,60.0,9600,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,4,2,1950,Gable,CompShg,AsbShng,None,1.0,TA,BrkTil,Fa,No,Unf,0.0,Unf,0.0,1095.0,1095.0,GasW,N,SBrkr,1095,679,1774,1.0,2,0,4,2,8,Min2,0,2Types,1920.0,Unf,3.0,779.0,Fa,N,0,0,90,5,2006,WD ,Normal,87000,0.18477241953963128,0.4,0.4388732394366197,106,56,Old,Very Old,122343.4449339207,126883.29571106094,174436.85881877024,9.169622538697624,3.0,3,2,2,0,3,3,2.4285714285714284
75,RM,60.0,10800,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,7,7,1970,Gable,CompShg,Wd Sdng,None,1.0,TA,BrkTil,TA,Mn,Rec,390.0,Unf,0.0,490.0,880.0,GasW,N,SBrkr,880,888,1768,0.0,1,1,2,1,6,Typ,2,Detchd,1914.0,Unf,2.0,320.0,TA,N,0,341,0,10,2006,WD ,Normal,163000,0.16368854735672622,0.3333333333333333,0.18089315997738836,92,36,Old,Very Old,122343.4449339207,126883.29571106094,174436.85881877024,9.287394001418473,1.5,3,2,3,3,4,3,3.5714285714285716
75,RM,70.0,6300,Pave,Reg,Lvl,Corner,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,7,6,2005,Gable,CompShg,Wd Sdng,None,1.0,TA,BrkTil,TA,No,Unf,0.0,Unf,0.0,1226.0,1226.0,GasA,Y,SBrkr,1226,878,2104,0.0,2,0,5,1,9,Typ,0,Detchd,1910.0,Unf,2.0,432.0,TA,P,0,341,88,7,2006,WD ,Normal,155000,0.33391525154737345,0.3333333333333333,0.20522565320665084,96,1,Old,Recent,122343.4449339207,126883.29571106094,174436.85881877024,8.748463629942055,2.0,3,5,2,0,3,3,3.2857142857142856
50,RM,63.0,5000,Pave,Reg,Lvl,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,4,1950,Gable,CompShg,Wd Sdng,None,1.0,TA,BrkTil,TA,No,Unf,0.0,Unf,0.0,540.0,540.0,GasA,N,FuseA,889,551,1440,0.0,1,0,3,1,6,Typ,0,Attchd,1940.0,Unf,1.0,352.0,TA,Y,0,0,77,4,2006,WD ,Normal,79000,0.28794241151769645,0.25,0.24427480916030533,106,56,Old,Very Old,122343.4449339207,126883.29571106094,174436.85881877024,8.517393171418904,1.0,3,4,2,0,3,3,2.857142857142857
75,RM,65.0,8850,Pave,IR1,Bnk,Corner,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,7,6,1950,Gable,CompShg,MetalSd,None,1.0,TA,BrkTil,TA,No,Unf,0.0,Unf,0.0,815.0,815.0,GasA,Y,SBrkr,815,875,1690,0.0,1,0,3,1,7,Typ,1,Detchd,1916.0,Unf,1.0,225.0,TA,Y,0,0,330,7,2006,ConLw,Normal,144000,0.19093887696305503,0.25,0.13305736250739209,90,56,Old,Very Old,122343.4449339207,126883.29571106094,121937.5,9.088285725968877,1.0,3,5,3,4,3,3,4.0
70,RM,60.0,3600,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,6,7,1993,Gable,CompShg,VinylSd,None,1.0,TA,CBlock,TA,No,Unf,0.0,Unf,0.0,684.0,684.0,GasA,N,FuseA,684,684,1368,0.0,1,0,3,1,7,Typ,0,Detchd,1930.0,Unf,1.0,216.0,Fa,N,0,158,0,10,2006,WD ,Normal,114504,0.37989447375728963,0.25,0.15777940102264426,96,13,Old,Medium,122343.4449339207,126883.29571106094,174436.85881877024,8.188966863648876,1.0,3,5,3,0,3,3,3.2857142857142856
70,RM,60.0,7200,Pave,Reg,Lvl,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,7,1950,Hip,CompShg,Wd Sdng,None,1.0,TA,BrkTil,TA,No,Unf,0.0,Unf,0.0,596.0,596.0,GasA,Y,SBrkr,998,764,1762,1.0,1,1,4,1,8,Typ,0,Detchd,1989.0,Unf,2.0,576.0,TA,N,36,0,221,10,2006,WD ,Normal,157000,0.24468823774475768,0.2,0.32671582529778787,86,56,Old,Very Old,122343.4449339207,126883.29571106094,174436.85881877024,8.881975184248867,2.5,4,5,3,0,2,3,3.4285714285714284
30,RM,84.0,11340,Pave,Reg,Lvl,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,6,5,1950,Gable,CompShg,Wd Sdng,None,1.0,TA,BrkTil,TA,No,Unf,0.0,Unf,0.0,1200.0,1200.0,GasA,Y,FuseA,1200,0,1200,0.0,1,0,4,1,7,Typ,0,Detchd,1923.0,Unf,1.0,312.0,Fa,Y,0,0,228,3,2006,WD ,Family,125000,0.10581077506392735,0.2,0.2597835137385512,83,56,Old,Very Old,122343.4449339207,126883.29571106094,174436.85881877024,9.33617975681533,1.0,3,3,2,0,3,3,2.857142857142857
90,RM,33.0,5976,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,Duplex,2Story,5,7,1950,Hip,CompShg,Wd Sdng,None,1.0,TA,PConc,TA,No,Unf,0.0,Unf,0.0,624.0,624.0,GasA,N,FuseA,624,624,1248,0.0,2,0,2,2,8,Typ,0,None,0.0,None,0.0,0.0,None,N,0,130,256,12,2006,WD ,Normal,93500,0.20880040153923374,0.6666666666666666,0.0,86,56,Old,Very Old,122343.4449339207,126883.29571106094,174436.85881877024,8.695674048824253,2.0,3,4,0,0,3,3,2.5714285714285716
20,RM,65.0,9750,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,5,1958,Hip,CompShg,HdBoard,None,1.0,TA,CBlock,TA,No,Unf,0.0,Unf,0.0,960.0,960.0,GasA,Y,SBrkr,960,0,960,0.0,1,0,3,1,5,Typ,0,Detchd,2002.0,Unf,2.0,624.0,TA,Y,0,0,0,7,2006,WD ,Normal,125000,0.09845144087785868,0.25,0.6493236212278877,48,48,Medium,Very Old,122343.4449339207,126883.29571106094,174436.85881877024,9.18512512283512,1.0,3,5,3,0,3,3,3.142857142857143
